STPUMA	SERIALNO	SPORDER	ADJINC	PWGTP	SEX	RACE	AGE	COW	JWMNP	JWRIP	JWTR	MAR	REL	RETP	SCH	SCHG	SCHL	WAGP	WKHP	WKL	ESR	HISP	INDP	JWAP	JWDP	MSP	PAOC	OCCP	PINCP	POVPIP	POWPUMA	TYPE	IN_CMA
1703102	8170758892	2	1014524	19	1	8	20	1	0	0	0	1	1	0	1	0	8	5000	40	1	2	2	6390	0	0	1	0	9600	5000	71	0	1	1
1703102	8170767936	1	1014524	14	1	1	25	1	0	0	11	1	0	0	1	0	13	68000	40	1	1	1	4380	0	0	1	0	4850	68000	501	3100	1	1
1703102	8170767936	2	1014524	13	2	1	23	1	75	1	1	1	1	0	1	0	13	38000	40	1	1	1	7680	109	55	1	4	3910	38000	501	3100	1	1
1703102	8170768061	1	1014524	67	2	2	31	1	0	0	0	5	0	0	1	0	11	3500	38	1	3	1	8270	0	0	6	3	4230	3500	16	0	1	1
1703102	8170768061	2	1014524	84	2	2	14	0	0	0	0	5	2	0	2	5	4	0	0	0	0	1	0	0	0	0	0	0	0	16	0	1	1
1703102	8170768061	3	1014524	75	1	2	11	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	16	0	1	1
1703102	8170768061	4	1014524	62	1	2	3	0	0	0	0	5	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	16	0	1	1
1703102	8170769678	1	1014524	52	1	1	39	1	40	1	1	1	0	0	1	0	13	150000	45	1	1	1	6870	84	37	1	0	910	150000	501	3200	1	1
1703102	8170769678	2	1014524	53	2	1	38	1	50	1	1	1	1	0	1	0	14	28000	50	1	1	1	7790	80	31	1	4	5240	28000	501	3200	1	1
1703102	8170770714	1	1014524	47	1	2	56	1	30	1	1	1	0	0	1	0	14	20000	40	1	1	1	7860	88	43	1	0	2310	20000	501	3100	1	1
1703102	8170770714	2	1014524	34	2	2	54	5	90	1	1	1	1	0	1	0	11	53000	40	1	1	1	6370	76	19	1	4	5550	53000	501	3490	1	1
1703102	8170772350	1	1014524	18	2	1	63	0	0	0	0	1	0	0	1	0	12	0	0	3	6	1	0	0	0	1	4	0	0	209	0	1	1
1703102	8170772350	2	1014524	22	1	1	67	1	0	0	0	1	1	0	1	0	13	0	0	2	6	1	1090	0	0	1	0	4850	30000	209	0	1	1
1703102	8170778738	1	1014524	19	1	1	49	0	0	0	0	1	0	0	1	0	14	0	0	3	6	1	0	0	0	1	0	0	0	91	0	1	1
1703102	8170778738	2	1014524	21	2	1	46	1	30	1	1	1	1	0	1	0	13	20000	40	1	1	1	2070	70	25	1	2	5810	20000	91	3100	1	1
1703102	8170778738	3	1014524	19	1	1	12	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	91	0	1	1
1703102	8170778738	4	1014524	21	2	1	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	91	0	1	1
1703102	8170779089	1	1014524	17	1	2	64	0	0	0	0	1	0	22000	1	0	9	0	0	3	6	1	0	0	0	1	0	0	33000	501	0	1	1
1703102	8170779089	2	1014524	13	2	2	61	0	0	0	0	1	1	9000	1	0	9	0	0	3	6	1	0	0	0	1	4	0	18000	501	0	1	1
1703102	8170779089	3	1014524	28	2	2	39	1	75	0	5	5	2	0	1	0	10	55000	38	1	1	1	6990	95	41	6	4	5840	55000	501	3500	1	1
1703102	8170780199	1	1014524	20	2	1	62	0	0	0	0	1	0	0	1	0	10	0	0	3	6	1	0	0	0	1	4	0	4930	230	0	1	1
1703102	8170780199	2	1014524	21	1	1	63	1	0	0	0	1	1	8000	1	0	11	8000	40	1	6	1	3490	0	0	1	0	8740	27100	230	0	1	1
1703102	8170782905	1	1014524	26	1	1	52	1	40	1	1	3	0	0	1	0	10	93000	45	1	1	1	3390	72	25	4	0	1220	93000	501	3200	1	1
1703102	8170782905	2	1014524	40	1	1	27	1	20	1	1	5	2	0	3	7	15	18000	45	1	1	1	7480	94	51	6	0	3250	18000	501	3100	1	1
1703102	8170782905	3	1014524	29	1	1	24	3	10	1	1	5	2	0	1	0	11	18000	45	1	1	1	7860	132	85	6	0	2540	18000	501	3100	1	1
1703102	8170782905	4	1014524	18	2	8	28	1	0	0	0	5	10	0	2	6	11	20000	40	1	2	2	7480	0	0	6	4	3410	20000	179	0	1	1
1703102	8170785521	1	1014524	28	2	1	33	2	5	1	1	1	0	0	1	0	13	42000	24	1	1	1	8170	99	59	1	3	4610	42000	501	3100	1	1
1703102	8170785521	2	1014524	39	1	1	35	1	60	1	1	1	1	0	1	0	10	100000	40	1	1	1	770	82	31	1	0	6440	100000	501	3100	1	1
1703102	8170785521	3	1014524	36	1	1	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170785521	4	1014524	37	1	1	5	0	0	0	0	5	2	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170785969	1	1014524	44	1	1	47	1	5	1	1	5	0	0	1	0	13	166000	50	1	1	1	2190	95	55	6	0	4850	166000	501	3100	1	1
1703102	8170786201	1	1014524	32	1	8	64	0	0	0	0	1	0	0	1	0	11	0	0	3	6	2	0	0	0	1	0	0	0	279	0	1	1
1703102	8170786201	2	1014524	40	2	8	62	2	45	1	1	1	1	0	1	0	13	40000	40	1	1	2	8190	277	146	1	4	3130	40000	279	3490	1	1
1703102	8170790456	1	1014524	63	1	8	31	1	45	1	1	5	0	0	1	0	6	1800	40	1	1	2	770	283	149	6	0	6260	15300	103	200	1	1
1703102	8170790456	2	1014524	41	1	8	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	103	0	1	1
1703102	8170790456	3	1014524	31	2	8	28	1	15	1	1	5	10	0	1	0	7	16800	40	1	1	2	8180	97	55	6	4	3650	16800	150	3100	1	1
1703102	8170800220	1	1014524	121	2	1	37	1	0	0	0	1	0	0	1	0	13	13300	35	1	3	1	7190	0	0	1	4	5240	14290	501	0	1	1
1703102	8170800220	2	1014524	129	1	1	38	1	90	2	1	1	1	0	1	0	13	55000	50	1	1	1	8590	94	37	1	0	310	59100	501	3100	1	1
1703102	8170800405	1	1014524	28	1	1	45	4	60	1	1	1	0	0	1	0	14	36000	40	1	1	1	6290	142	85	1	0	9130	36000	209	3490	1	1
1703102	8170800405	2	1014524	29	2	1	43	0	0	0	0	1	1	0	1	0	9	0	0	3	6	1	0	0	0	1	1	0	0	209	0	1	1
1703102	8170800405	3	1014524	32	1	1	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	209	0	1	1
1703102	8170801979	1	1014524	35	1	1	49	2	20	1	1	1	0	0	1	0	12	68000	40	1	1	1	8190	254	137	1	0	3320	68000	501	3100	1	1
1703102	8170801979	2	1014524	33	2	1	53	2	20	1	1	1	1	0	1	0	12	75000	40	1	1	1	8190	86	43	1	4	350	75000	501	3100	1	1
1703102	8170803882	1	1014524	19	2	1	73	1	0	0	0	1	0	9800	1	0	13	0	0	2	6	1	8270	0	0	1	4	3130	28600	391	0	1	1
1703102	8170803882	2	1014524	23	1	1	74	0	0	0	0	1	1	1400	1	0	9	0	0	3	6	1	0	0	0	1	0	0	20800	391	0	1	1
1703102	8170808651	1	1014524	21	1	8	47	1	55	1	1	1	0	0	1	0	8	50000	40	1	1	3	2280	63	16	2	0	7330	50000	501	3490	1	1
1703102	8170808651	2	1014524	24	1	8	24	1	55	1	1	5	2	0	1	0	9	17200	40	1	1	3	1070	63	16	6	0	7700	17200	501	3100	1	1
1703102	8170808651	3	1014524	34	2	1	72	0	0	0	0	2	6	5500	1	0	11	0	0	3	6	1	0	0	0	3	4	0	23800	501	0	1	1
1703102	8170808651	4	1014524	47	2	8	51	1	50	1	1	5	9	0	1	0	11	18500	40	1	1	3	8170	100	51	6	4	3600	18500	170	3490	1	1
1703102	8170815039	1	1014524	25	2	1	33	1	0	0	0	2	0	10000	1	0	12	1500	5	1	6	1	8680	0	0	3	3	4040	11500	68	0	1	1
1703102	8170815039	2	1014524	35	2	1	8	0	0	0	0	5	2	0	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	68	0	1	1
1703102	8170815039	3	1014524	34	1	1	4	0	0	0	0	5	2	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	68	0	1	1
1703102	8170818111	1	1014524	45	2	1	54	7	30	1	1	3	0	0	1	0	13	27500	40	1	1	1	8590	148	91	4	4	5000	27500	252	3100	1	1
1703102	8170820380	1	1014524	40	2	1	43	1	0	0	0	1	0	0	1	0	13	1000	6	1	6	1	7280	0	0	1	2	800	1000	501	0	1	1
1703102	8170820380	2	1014524	42	1	1	41	6	3	1	1	1	1	0	1	0	15	250000	50	1	1	1	7270	100	61	1	0	2100	264000	501	3100	1	1
1703102	8170820380	3	1014524	45	2	1	9	0	0	0	0	5	2	0	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170820380	4	1014524	39	1	1	8	0	0	0	0	5	2	0	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170820380	5	1014524	44	2	1	6	0	0	0	0	5	2	0	3	2	1	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170828961	1	1014524	24	2	1	61	1	15	1	1	2	0	2400	1	0	9	10000	16	1	1	1	4970	187	112	3	4	9620	24400	220	3100	1	1
1703102	8170828961	2	1014524	27	1	1	62	1	0	0	0	2	10	3000	1	0	9	0	0	2	6	1	4070	0	0	3	0	9130	18600	168	0	1	1
1703102	8170829661	1	1014524	27	2	1	45	3	30	2	1	1	0	0	1	0	13	2000	24	1	1	1	7860	112	67	1	2	2310	2000	265	3100	1	1
1703102	8170829661	2	1014524	27	1	1	43	1	45	1	1	1	1	0	1	0	9	65000	55	1	1	1	6380	181	106	1	0	9130	65000	265	3490	1	1
1703102	8170829661	3	1014524	29	2	1	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	265	0	1	1
1703102	8170829661	4	1014524	29	2	1	11	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	265	0	1	1
1703102	8170829661	5	1014524	25	1	1	9	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	265	0	1	1
1703102	8170836721	1	1014524	30	1	1	56	6	0	0	0	1	0	0	1	0	11	0	20	1	6	1	770	0	0	1	0	6230	34000	501	0	1	1
1703102	8170836721	2	1014524	17	2	7	56	1	100	1	1	1	1	0	1	0	10	65000	40	1	1	1	580	96	37	1	4	820	65000	501	3100	1	1
1703102	8170838104	1	1014524	32	1	8	47	1	30	1	1	1	0	0	1	0	8	40000	40	1	1	2	2980	55	14	1	0	8960	40000	236	3100	1	1
1703102	8170838104	2	1014524	41	2	8	39	0	0	0	0	1	1	0	1	0	8	0	0	3	6	2	0	0	0	1	2	0	0	236	0	1	1
1703102	8170838104	3	1014524	46	2	8	13	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	236	0	1	1
1703102	8170842336	1	1014524	12	2	1	85	0	0	0	0	2	0	0	1	0	8	0	0	3	6	1	0	0	0	3	4	0	1500	14	0	1	1
1703102	8170843000	1	1014524	29	1	1	68	1	0	0	0	3	0	7200	1	0	6	0	0	2	6	1	4580	0	0	4	0	520	8000	80	0	1	1
1703102	8170846819	1	1014524	33	1	8	51	1	45	1	1	1	0	0	1	0	3	42000	55	1	1	2	770	67	19	1	0	6320	42000	154	3200	1	1
1703102	8170846819	2	1014524	35	2	8	44	0	0	0	0	1	1	0	1	0	3	0	0	3	6	2	0	0	0	1	2	0	0	154	0	1	1
1703102	8170846819	3	1014524	33	1	8	18	7	15	2	1	5	2	0	2	6	10	3600	32	1	1	2	8680	205	121	6	0	4720	3600	154	3100	1	1
1703102	8170846819	4	1014524	32	1	8	16	9	0	0	0	5	2	0	2	5	7	0	0	3	3	2	9920	0	0	6	0	9920	0	154	0	1	1
1703102	8170846819	5	1014524	41	2	8	14	0	0	0	0	5	2	0	2	5	5	0	0	0	0	2	0	0	0	0	0	0	0	154	0	1	1
1703102	8170846819	6	1014524	40	2	8	13	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	154	0	1	1
1703102	8170849063	1	1014524	22	1	1	50	1	10	1	1	1	0	0	1	0	9	40000	50	1	1	1	2090	79	38	1	0	9600	40000	400	3100	1	1
1703102	8170849063	2	1014524	20	2	2	42	1	17	1	1	1	1	0	1	0	11	13000	30	1	1	1	5380	49	13	1	4	5620	19000	400	3100	1	1
1703102	8170849063	3	1014524	26	1	2	23	1	1	0	10	5	2	0	3	6	11	6000	14	1	1	1	7870	130	85	6	0	5520	6000	400	3100	1	1
1703102	8170851132	1	1014524	23	1	7	35	6	40	1	1	1	0	0	1	0	13	7000	32	1	1	1	7890	90	43	1	0	2340	50000	501	3100	1	1
1703102	8170851132	2	1014524	27	2	1	35	1	60	1	1	1	1	0	1	0	11	37000	45	1	1	1	7970	82	31	1	2	3500	38200	501	3200	1	1
1703102	8170851132	3	1014524	30	2	1	12	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170856224	1	1014524	22	2	1	63	1	0	0	0	1	0	0	1	0	10	10000	16	1	2	1	7860	0	0	1	4	9120	10000	107	0	1	1
1703102	8170856224	2	1014524	25	1	1	65	1	10	1	1	1	1	0	1	0	9	5200	8	1	1	1	7860	93	52	1	0	4220	5200	107	3100	1	1
1703102	8170857477	1	1014524	39	1	2	61	1	0	0	0	1	0	0	1	0	6	0	0	2	6	1	7070	0	0	1	0	4220	24000	316	0	1	1
1703102	8170857477	2	1014524	29	2	2	51	1	25	1	1	1	1	0	1	0	9	26000	40	1	1	1	2280	73	29	1	4	9620	30000	316	3100	1	1
1703102	8170857477	3	1014524	102	1	2	27	1	10	2	1	5	2	0	1	0	9	3500	40	1	1	1	6390	108	67	6	0	9600	3500	316	3490	1	1
1703102	8170857477	4	1014524	47	1	2	21	1	30	1	1	5	2	0	1	0	8	11800	40	1	1	1	5390	70	25	6	0	9620	11800	316	3100	1	1
1703102	8170868131	1	1014524	23	1	2	77	2	0	0	0	2	0	2300	1	0	6	0	0	2	6	1	8380	0	0	3	0	9130	16100	161	0	1	1
1703102	8170879642	1	1014524	28	1	1	67	0	0	0	0	1	0	0	1	0	10	0	0	3	6	1	0	0	0	1	0	0	28000	434	0	1	1
1703102	8170879642	2	1014524	25	2	1	65	2	0	0	0	1	1	7200	1	0	10	11000	30	1	6	1	8190	0	0	1	4	4130	27800	434	0	1	1
1703102	8170884518	1	1014524	41	2	2	19	6	10	0	10	5	0	0	1	0	9	0	40	1	1	1	8170	69	28	6	1	3600	24200	164	3100	1	1
1703102	8170884518	2	1014524	55	1	2	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	164	0	1	1
1703102	8170884840	1	1014524	98	1	1	57	1	0	0	0	2	0	0	1	0	4	0	0	2	6	1	8770	0	0	3	0	7200	2700	24	0	1	1
1703102	8170888934	1	1014524	49	1	8	88	0	0	0	0	2	0	0	1	0	9	0	0	3	6	2	0	0	0	3	0	0	26900	258	0	1	1
1703102	8170888934	2	1014524	104	1	8	66	0	0	0	0	2	2	0	1	0	9	0	0	3	6	2	0	0	0	3	0	0	6500	258	0	1	1
1703102	8170889723	1	1014524	27	2	2	66	0	0	0	0	3	0	0	1	0	8	0	0	3	6	1	0	0	0	4	4	0	13200	128	0	1	1
1703102	8170899461	1	1014524	24	2	8	70	2	0	0	0	3	0	0	1	0	11	12000	35	1	6	2	7860	0	0	4	4	4010	16100	159	0	1	1
1703102	8170899461	2	1014524	30	1	8	71	0	0	0	0	2	10	0	1	0	7	0	0	3	6	2	0	0	0	3	0	0	6000	59	0	1	1
1703102	8170900406	1	1014524	29	1	1	50	2	5	1	1	1	0	0	1	0	12	85000	40	1	1	1	8190	68	28	1	0	3320	85000	501	3100	1	1
1703102	8170900406	2	1014524	34	2	1	46	4	50	1	1	1	1	0	1	0	13	50000	24	1	1	1	8190	68	19	1	3	3130	50000	501	3500	1	1
1703102	8170900406	3	1014524	32	1	1	3	0	0	0	0	5	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170900406	4	1014524	36	2	4	7	0	0	0	0	5	2	0	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170900406	5	1014524	29	2	4	4	0	0	0	0	5	2	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	8170903253	1	1014524	29	2	1	61	0	0	0	0	5	0	0	1	0	11	0	0	3	6	1	0	0	0	6	4	0	20000	178	0	1	1
1703102	8170903253	2	1014524	47	2	1	65	1	0	0	11	2	12	0	1	0	9	36400	20	1	1	1	8370	0	0	3	4	4610	37400	362	3100	1	1
1703102	8170906623	1	1014524	32	1	8	61	1	20	1	1	1	0	12000	1	0	14	35000	45	1	1	2	7680	2	150	1	0	800	47000	501	3100	1	1
1703102	8170906623	2	1014524	42	2	8	58	1	30	1	1	1	1	0	1	0	12	32000	40	1	1	2	5580	100	55	1	4	5700	32000	501	3100	1	1
1703102	8170907370	1	1014524	27	1	8	38	1	10	1	1	1	0	0	1	0	9	80000	48	1	1	2	3870	255	138	1	0	7330	80000	445	3100	1	1
1703102	8170907370	2	1014524	34	2	8	33	1	0	0	0	1	1	0	1	0	9	16000	40	1	6	2	4470	0	0	1	2	9640	16000	445	0	1	1
1703102	8170907370	3	1014524	26	2	8	15	0	0	0	0	5	2	0	2	5	6	0	0	0	0	2	0	0	0	6	0	0	0	445	0	1	1
1703102	8170907370	4	1014524	30	1	8	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	445	0	1	1
1703102	8170909058	1	1014524	40	1	1	48	3	20	1	1	1	0	0	1	0	12	85000	40	1	1	1	9470	56	16	1	0	3850	85000	443	3100	1	1
1703102	8170909058	2	1014524	42	2	1	44	2	4	1	1	1	1	0	2	6	11	7000	40	1	1	1	8470	97	58	1	2	2300	7000	443	3100	1	1
1703102	8170909058	3	1014524	39	1	1	18	1	10	1	1	5	2	0	2	5	7	4600	20	1	1	1	5380	210	124	6	0	9620	4600	443	3100	1	1
1703102	8170909058	4	1014524	53	1	1	15	0	0	0	0	5	2	0	2	5	4	0	0	0	0	1	0	0	0	6	0	0	0	443	0	1	1
1703102	8170910063	1	1014524	37	1	8	53	1	15	1	1	1	0	0	1	0	8	28800	45	1	1	2	1880	79	37	1	0	9620	28800	114	3100	1	1
1703102	8170910063	2	1014524	26	2	8	28	1	0	0	0	1	1	0	1	0	9	0	0	2	6	2	8170	0	0	1	2	4610	0	114	0	1	1
1703102	8170910063	3	1014524	46	2	8	12	0	0	0	0	5	2	0	2	4	3	0	0	0	0	2	0	0	0	0	0	0	0	114	0	1	1
1703102	8170910063	4	1014524	44	1	8	7	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	114	0	1	1
1703102	8170910063	5	1014524	46	2	8	6	0	0	0	0	5	2	0	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	114	0	1	1
1703102	8170911973	1	1014524	34	2	1	39	0	0	0	0	1	0	0	1	0	9	0	0	3	6	1	0	0	0	1	2	0	0	366	0	1	1
1703102	8170911973	2	1014524	36	1	1	42	1	75	1	1	1	1	0	1	0	9	80000	50	1	1	1	580	70	17	1	0	7700	80000	366	3500	1	1
1703102	8170911973	3	1014524	38	2	1	10	0	0	0	0	5	2	0	3	4	3	0	0	0	0	1	0	0	0	0	0	0	0	366	0	1	1
1703102	8170911973	4	1014524	33	1	1	8	0	0	0	0	5	2	0	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	366	0	1	1
1703102	8170917819	1	1014524	7	2	1	77	0	0	0	0	2	0	11600	1	0	8	0	0	3	6	1	0	0	0	3	4	0	11600	439	0	1	1
1703102	8170917819	2	1014524	15	2	1	57	1	75	1	1	5	2	0	1	0	11	45100	40	1	1	1	3370	91	37	6	4	5240	45100	439	3200	1	1
1703102	8170920510	1	1014524	28	1	2	66	0	0	0	0	5	0	0	1	0	7	0	0	3	6	1	0	0	0	6	0	0	13200	130	0	1	1
1703102	8170920756	1	1014524	43	1	1	31	1	30	1	1	1	0	0	1	0	13	37400	45	1	1	1	4260	76	31	1	0	4850	37400	501	3000	1	1
1703102	8170920756	2	1014524	44	2	1	28	1	60	1	1	1	1	0	1	0	13	35000	40	1	1	1	4770	100	49	1	4	2630	35000	501	3200	1	1
1703102	8170920756	3	1014524	83	1	1	32	1	40	1	1	5	9	0	1	0	9	30000	40	1	1	1	4260	87	40	6	0	7620	30000	273	3490	1	1
1703102	8170923419	1	1014524	44	2	1	21	2	0	0	0	5	0	0	1	0	9	500	25	1	3	1	3570	0	0	6	1	8100	500	3	0	1	1
1703102	8170923419	2	1014524	63	2	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1
1703102	8170923419	3	1014524	37	1	1	23	1	45	2	1	5	10	0	1	0	9	32000	44	1	1	1	3570	247	135	6	0	9620	32000	293	3200	1	1
1703102	8170924782	1	1014524	47	1	8	26	1	30	1	1	1	0	0	1	0	9	17000	40	1	1	2	5380	70	25	2	0	5610	17000	302	3100	1	1
1703102	8170924782	2	1014524	61	1	8	20	1	30	1	1	1	3	0	1	0	9	17000	40	1	1	2	5380	70	25	2	0	5610	17000	302	3100	1	1
1703102	8170924782	3	1014524	82	1	8	27	1	25	1	1	1	7	0	1	0	9	16000	40	1	1	2	8870	75	31	2	0	9610	16000	302	3100	1	1
1703102	8170924782	4	1014524	82	1	8	25	1	30	1	1	1	7	0	1	0	9	16000	40	1	1	2	8870	76	31	2	0	9610	16000	302	3100	1	1
1703102	8170925006	1	1014524	16	2	8	20	1	8	1	1	1	0	0	1	0	11	30000	40	1	1	2	6870	83	43	1	4	5160	30000	394	3100	1	1
1703102	8170925006	2	1014524	15	1	1	21	1	130	1	1	1	1	0	1	0	9	25000	40	1	1	1	770	108	43	1	0	6420	25000	394	3100	1	1
1703102	8170936418	1	1014524	18	2	2	30	1	10	1	1	5	0	0	1	0	12	22000	32	1	1	1	8270	174	106	6	2	3500	22000	152	3100	1	1
1703102	8170936418	2	1014524	22	2	2	11	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	152	0	1	1
1703102	8170938451	1	1014524	34	2	1	31	3	15	1	1	1	0	0	1	0	13	44000	50	1	1	1	7860	115	73	1	4	2320	44000	501	3100	1	1
1703102	8170938451	2	1014524	49	1	1	36	1	90	1	1	1	1	0	1	0	13	50000	50	1	1	1	1990	100	43	1	0	430	50000	501	3100	1	1
1703102	8170938590	1	1014524	53	2	1	33	1	50	1	1	1	0	0	1	0	11	25000	40	1	1	1	4870	100	51	1	4	5400	25000	501	3100	1	1
1703102	8170938590	2	1014524	58	1	1	33	1	15	1	1	1	1	0	1	0	10	80000	50	1	1	1	8770	88	46	1	0	50	80000	501	3100	1	1
1703102	8170945050	1	1014524	36	1	1	55	1	20	1	1	1	0	0	1	0	11	48000	32	1	1	1	770	80	37	1	0	6350	48000	501	3100	1	1
1703102	8170945050	2	1014524	36	2	1	53	1	5	1	1	1	1	0	1	0	14	38000	40	1	1	1	7070	92	52	1	4	5700	38000	501	3100	1	1
1703102	8170948719	1	1014524	28	1	1	79	0	0	0	0	2	0	23000	1	0	8	0	0	3	6	1	0	0	0	3	0	0	67800	501	0	1	1
1703102	8170952365	1	1014524	47	1	1	67	0	0	0	0	1	0	0	1	0	7	0	0	3	6	1	0	0	0	1	0	0	16800	501	0	1	1
1703102	8170952365	2	1014524	41	2	1	65	0	0	0	0	1	1	53000	1	0	9	0	0	3	6	1	0	0	0	1	4	0	60200	501	0	1	1
1703102	8170955929	1	1014524	21	2	1	79	0	0	0	0	5	0	0	1	0	9	0	0	3	6	1	0	0	0	6	4	0	9490	93	0	1	1
1703102	8170956352	1	1014524	41	1	1	63	1	0	0	0	3	0	32400	1	0	11	0	0	2	6	1	3080	0	0	4	0	7700	50900	472	0	1	1
1703102	8170964380	1	1014524	24	1	1	44	1	60	1	1	1	0	0	1	0	11	72000	40	1	1	1	3960	106	55	1	0	1530	73000	501	3200	1	1
1703102	8170964380	2	1014524	26	2	1	45	3	45	1	1	1	1	0	1	0	10	24000	40	1	1	1	7860	103	55	1	4	5700	25000	501	3100	1	1
1703102	8170964380	3	1014524	30	2	1	18	3	10	1	1	5	2	0	3	6	9	11000	37	1	1	1	8570	180	109	6	4	5400	11100	501	3100	1	1
1703102	8170966997	1	1014524	13	2	1	53	1	0	0	0	3	0	0	1	0	9	0	0	2	6	1	5090	0	0	4	4	4110	0	61	0	1	1
1703102	8170966997	2	1014524	17	2	8	24	1	10	1	1	5	2	0	1	0	9	6000	32	1	1	16	8680	165	101	6	4	4110	6000	61	3100	1	1
1703102	8170966997	3	1014524	18	2	8	21	1	10	1	1	5	2	0	1	0	11	130	5	1	1	16	8690	166	102	6	4	4040	130	61	3100	1	1
1703102	8170966997	4	1014524	26	2	1	52	0	0	0	0	3	7	0	1	0	9	0	0	3	6	1	0	0	0	4	4	0	7200	61	0	1	1
1703102	8170975174	1	1014524	18	2	8	68	0	0	0	0	1	0	0	1	0	9	0	0	3	6	2	0	0	0	2	4	0	9320	91	0	1	1
1703102	8170975553	1	1014524	20	1	1	81	0	0	0	0	1	0	0	1	0	13	0	0	3	6	1	0	0	0	1	0	0	120000	501	0	1	1
1703102	8170975553	2	1014524	21	2	1	78	0	0	0	0	1	1	0	1	0	9	0	0	3	6	1	0	0	0	1	4	0	0	501	0	1	1
1703102	8170975555	1	1014524	49	2	2	61	1	15	1	1	3	0	0	1	0	9	5400	20	1	1	1	5380	214	125	4	4	4760	5400	47	3100	1	1
1703102	8170975555	2	1014524	131	2	2	34	1	0	0	0	1	2	0	1	0	11	7700	40	1	6	1	8190	0	0	2	3	3650	7700	47	0	1	1
1703102	8170975555	3	1014524	90	2	2	9	0	0	0	0	5	5	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	47	0	1	1
1703102	8170975555	4	1014524	69	2	2	9	0	0	0	0	5	5	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	47	0	1	1
1703102	8170975555	5	1014524	80	2	2	7	0	0	0	0	5	5	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	47	0	1	1
1703102	8170975555	6	1014524	67	1	2	3	0	0	0	0	5	5	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	47	0	1	1
1703102	8170978871	1	1014524	15	2	2	43	0	0	0	0	4	0	0	1	0	1	0	0	3	6	1	0	0	0	5	4	0	0	0	0	1	1
1703102	8170981326	1	1014524	44	1	1	35	1	15	5	1	1	0	0	1	0	9	50000	45	1	1	1	4790	103	61	1	0	4700	50000	285	3100	1	1
1703102	8170981326	2	1014524	34	2	1	28	1	45	5	1	1	1	0	1	0	9	30000	40	1	1	1	4790	109	61	1	3	4700	30000	285	3100	1	1
1703102	8170981326	3	1014524	47	2	1	12	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	285	0	1	1
1703102	8170981326	4	1014524	45	2	1	10	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	285	0	1	1
1703102	8170981326	5	1014524	44	1	1	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	285	0	1	1
